file_name,segment_length,num_segments,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,original_wer,inference_wer,dwer,utmos,pesq,stoi
3575-170457-0020,0.5s,18,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0020_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0020_merged_inference.wav,I KNOW THE FIRST LETTER I WROTE TO YOU WAS ALL SENSELESS TRASH FROM BEGINNING TO END BUT I AM NOT ALTOGETHER THE IDLE DREAMING BEING IT WOULD SEEM TO DENOTE," I know the first letter I wrote to you is all senseless trash from beginning to end, but I am not altogether the idle dreaming being it would seem to denote."," I know the first letter I wrote to you was all simple, such as for the doing to end, but I am not altogether the idle, dreamy being it would seem to denote.",I KNOW THE FIRST LETTER I WROTE TO YOU IS ALL SENSELESS TRASH FROM BEGINNING TO END BUT I AM NOT ALTOGETHER THE IDLE DREAMING BEING IT WOULD SEEM TO DENOTE,I KNOW THE FIRST LETTER I WROTE TO YOU WAS ALL SIMPLE SUCH AS FOR THE DOING TO END BUT I AM NOT ALTOGETHER THE IDLE DREAMY BEING IT WOULD SEEM TO DENOTE,0.06451612903225806,0.6774193548387096,0.6129032258064515,2.1135692596435547,1.178530216217041,0.08228415537528312
3575-170457-0021,0.5s,9,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0021_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0021_merged_inference.wav,I THOUGHT IT THEREFORE MY DUTY WHEN I LEFT SCHOOL TO BECOME A GOVERNESS, I thought it therefore my duty when I left school to become a governess., I thought it therefore my duty were left sold to become a governess.,I THOUGHT IT THEREFORE MY DUTY WHEN I LEFT SCHOOL TO BECOME A GOVERNESS,I THOUGHT IT THEREFORE MY DUTY WERE LEFT SOLD TO BECOME A GOVERNESS,0.0,0.5714285714285714,0.5714285714285714,2.6768620014190674,1.0417492389678955,0.12534367001483196
3575-170457-0022,0.5s,12,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0022_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0022_merged_inference.wav,IN THE EVENINGS I CONFESS I DO THINK BUT I NEVER TROUBLE ANY ONE ELSE WITH MY THOUGHTS," In the evenings I confess, I do think, but I never trouble anyone else with my thoughts."," In the evenings I confess that I do think, but I never trouble anyone else with my thoughts.",IN THE EVENINGS I CONFESS I DO THINK BUT I NEVER TROUBLE ANYONE ELSE WITH MY THOUGHTS,IN THE EVENINGS I CONFESS THAT I DO THINK BUT I NEVER TROUBLE ANYONE ELSE WITH MY THOUGHTS,0.05555555555555555,0.3333333333333333,0.2777777777777778,2.577629327774048,1.0534826517105103,0.12670646736956134
3575-170457-0023,0.5s,19,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0023_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0023_merged_inference.wav,I CAREFULLY AVOID ANY APPEARANCE OF PREOCCUPATION AND ECCENTRICITY WHICH MIGHT LEAD THOSE I LIVE AMONGST TO SUSPECT THE NATURE OF MY PURSUITS," I carefully avoid any appearance of preoccupation and eccentricity, which might lead those I live amongst to suspect the nature of my pursuits."," and I carefully avoid any appearance of preoccupation and eccentricity, which might need though that I live amongst a suspect's nature my pursuits.",I CAREFULLY AVOID ANY APPEARANCE OF PREOCCUPATION AND ECCENTRICITY WHICH MIGHT LEAD THOSE I LIVE AMONGST TO SUSPECT THE NATURE OF MY PURSUITS,AND I CAREFULLY AVOID ANY APPEARANCE OF PREOCCUPATION AND ECCENTRICITY WHICH MIGHT NEED THOUGH THAT I LIVE AMONGST A SUSPECTS NATURE MY PURSUITS,0.0,1.0,1.0,2.5692644119262695,1.179947018623352,0.08192401866210347
3575-170457-0024,0.5s,25,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0024_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0024_merged_inference.wav,I DON'T ALWAYS SUCCEED FOR SOMETIMES WHEN I'M TEACHING OR SEWING I WOULD RATHER BE READING OR WRITING BUT I TRY TO DENY MYSELF AND MY FATHER'S APPROBATION AMPLY REWARDED ME FOR THE PRIVATION," I don't always succeed, for sometimes when I'm teaching or sewing, I would rather be reading or writing, but I tried to deny myself, and my father's approbation amply rewarded me for the privation."," I don't always succeed, for sometimes when teaching or sewing I would rather be reading or writing, but I try to deny myself and let others a probation. Ampli awarded me for the privation.",I DONT ALWAYS SUCCEED FOR SOMETIMES WHEN IM TEACHING OR SEWING I WOULD RATHER BE READING OR WRITING BUT I TRIED TO DENY MYSELF AND MY FATHERS APPROBATION AMPLY REWARDED ME FOR THE PRIVATION,I DONT ALWAYS SUCCEED FOR SOMETIMES WHEN TEACHING OR SEWING I WOULD RATHER BE READING OR WRITING BUT I TRY TO DENY MYSELF AND LET OTHERS A PROBATION AMPLI AWARDED ME FOR THE PRIVATION,0.08823529411764706,0.35294117647058826,0.2647058823529412,2.57532000541687,1.107211709022522,0.1450781469172101
3575-170457-0025,0.5s,19,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0025_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0025_merged_inference.wav,AGAIN I THANK YOU THIS INCIDENT I SUPPOSE WILL BE RENEWED NO MORE IF I LIVE TO BE AN OLD WOMAN I SHALL REMEMBER IT THIRTY YEARS HENCE AS A BRIGHT DREAM," Again, I thank you. This incident, I suppose, will be renewed no more. If I live to be an old woman, I shall remember it thirty years hence as a bright dream."," Again, I thank you. The Zen-Ti-Mess, it was, will be renewed no more. If I live to be an old woman, I shall remember it thirty years hence as a great dream.",AGAIN I THANK YOU THIS INCIDENT I SUPPOSE WILL BE RENEWED NO MORE IF I LIVE TO BE AN OLD WOMAN I SHALL REMEMBER IT THIRTY YEARS HENCE AS A BRIGHT DREAM,AGAIN I THANK YOU THE ZENTIMESS IT WAS WILL BE RENEWED NO MORE IF I LIVE TO BE AN OLD WOMAN I SHALL REMEMBER IT THIRTY YEARS HENCE AS A GREAT DREAM,0.0,0.59375,0.59375,2.5557737350463867,1.2459514141082764,0.12687507819973923
3575-170457-0026,0.5s,34,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0026_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0026_merged_inference.wav,P S PRAY SIR EXCUSE ME FOR WRITING TO YOU A SECOND TIME I COULD NOT HELP WRITING PARTLY TO TELL YOU HOW THANKFUL I AM FOR YOUR KINDNESS AND PARTLY TO LET YOU KNOW THAT YOUR ADVICE SHALL NOT BE WASTED HOWEVER SORROWFULLY AND RELUCTANTLY IT MAY BE AT FIRST FOLLOWED C B," P.S. Pray, sir, excuse me for writing to you a second time. I could not help writing, partly to tell you how thankful I am for your kindness, and partly to let you know that your advice shall not be wasted, however sorrowfully and reluctantly it may be at first followed. C.B."," P.S. Please excuse me for writing to you a second time. I cannot help writing, partly to tell you how thankful I am for Newt Grain is, and partly to let you know that your advice shall not be wasted, however sorrowfully or reluctantly it may be at first thought.",PS PRAY SIR EXCUSE ME FOR WRITING TO YOU A SECOND TIME I COULD NOT HELP WRITING PARTLY TO TELL YOU HOW THANKFUL I AM FOR YOUR KINDNESS AND PARTLY TO LET YOU KNOW THAT YOUR ADVICE SHALL NOT BE WASTED HOWEVER SORROWFULLY AND RELUCTANTLY IT MAY BE AT FIRST FOLLOWED CB,PS PLEASE EXCUSE ME FOR WRITING TO YOU A SECOND TIME I CANNOT HELP WRITING PARTLY TO TELL YOU HOW THANKFUL I AM FOR NEWT GRAIN IS AND PARTLY TO LET YOU KNOW THAT YOUR ADVICE SHALL NOT BE WASTED HOWEVER SORROWFULLY OR RELUCTANTLY IT MAY BE AT FIRST THOUGHT,0.037037037037037035,0.6666666666666666,0.6296296296296295,2.080085039138794,1.8603096008300781,0.1711012926363446
3575-170457-0027,0.5s,10,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0027_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0027_merged_inference.wav,I CANNOT DENY MYSELF THE GRATIFICATION OF INSERTING SOUTHEY'S REPLY, I cannot deny myself the gratification of inserting Sothe's reply., I cannot deny myself the gratification of answering Sylvie's reply.,I CANNOT DENY MYSELF THE GRATIFICATION OF INSERTING SOTHES REPLY,I CANNOT DENY MYSELF THE GRATIFICATION OF ANSWERING SYLVIES REPLY,0.2,0.8,0.6000000000000001,2.3956353664398193,1.0682892799377441,0.0959414260254318
3575-170457-0028,0.5s,12,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0028_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0028_merged_inference.wav,KESWICK MARCH TWENTY SECOND EIGHTEEN THIRTY SEVEN DEAR MADAM," Keswick, March 22, 1837. Dear Madame,"," Kezuit, March 22nd, 1837. Demodan.",KESWICK MARCH 22 1837 DEAR MADAME,KEZUIT MARCH 22ND 1837 DEMODAN,1.0,1.0,0.0,2.7690811157226562,1.0487796068191528,0.17474257236268095
3575-170457-0029,0.5s,13,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0029_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0029_merged_inference.wav,YOUR LETTER HAS GIVEN ME GREAT PLEASURE AND I SHOULD NOT FORGIVE MYSELF IF I DID NOT TELL YOU SO," Your letter has given me great pleasure, and I should not forgive myself if I did not tell you so."," Your letter has given me great pleasure, and I should not forgive myself if I did not tell you so.",YOUR LETTER HAS GIVEN ME GREAT PLEASURE AND I SHOULD NOT FORGIVE MYSELF IF I DID NOT TELL YOU SO,YOUR LETTER HAS GIVEN ME GREAT PLEASURE AND I SHOULD NOT FORGIVE MYSELF IF I DID NOT TELL YOU SO,0.0,0.0,0.0,2.580317974090576,1.0916664600372314,0.12785272183474006
3575-170457-0030,0.5s,18,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0030_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0030_merged_inference.wav,OF THIS SECOND LETTER ALSO SHE SPOKE AND TOLD ME THAT IT CONTAINED AN INVITATION FOR HER TO GO AND SEE THE POET IF EVER SHE VISITED THE LAKES, of this second letter also she spoke and told me that it contained an invitation for her to go and see the poet if ever she visited the lakes, of the second letter also she spoke and told me that it contained an invitation for her to go and see the poet if ever she visited the lakes,OF THIS SECOND LETTER ALSO SHE SPOKE AND TOLD ME THAT IT CONTAINED AN INVITATION FOR HER TO GO AND SEE THE POET IF EVER SHE VISITED THE LAKES,OF THE SECOND LETTER ALSO SHE SPOKE AND TOLD ME THAT IT CONTAINED AN INVITATION FOR HER TO GO AND SEE THE POET IF EVER SHE VISITED THE LAKES,0.0,0.06896551724137931,0.06896551724137931,2.5698604583740234,1.1230913400650024,0.14065965730948743
3575-170457-0031,0.5s,8,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0031_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0031_merged_inference.wav,ON AUGUST TWENTY SEVENTH EIGHTEEN THIRTY SEVEN SHE WRITES," On August 27, 1837, she writes,"," On August 27th, 1837, she writes,",ON AUGUST 27 1837 SHE WRITES,ON AUGUST 27TH 1837 SHE WRITES,1.0,1.0,0.0,2.9400200843811035,1.0650036334991455,0.02478160378972335
3575-170457-0032,0.5s,7,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0032_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0032_merged_inference.wav,COME COME I AM GETTING REALLY TIRED OF YOUR ABSENCE," Come, come, I'm getting really tired of your absence."," Goddamn, I'm getting really tired of your subsimps.",COME COME IM GETTING REALLY TIRED OF YOUR ABSENCE,GODDAMN IM GETTING REALLY TIRED OF YOUR SUBSIMPS,0.2,1.0,0.8,2.8634426593780518,1.0535000562667847,0.06329904732282975
3575-170457-0033,0.5s,17,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0033_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0033_merged_inference.wav,SATURDAY AFTER SATURDAY COMES ROUND AND I CAN HAVE NO HOPE OF HEARING YOUR KNOCK AT THE DOOR AND THEN BEING TOLD THAT MISS E IS COME OH DEAR, Saturday after Saturday comes around and I can have no hope of hearing your knock at the door and then being told that Miss E has come. Oh dear!, Saturday after Saturday comes around. I can have no hope of hearing your knock at the door. I've been told about Ms. Hughes' coming. Oh dear!,SATURDAY AFTER SATURDAY COMES AROUND AND I CAN HAVE NO HOPE OF HEARING YOUR KNOCK AT THE DOOR AND THEN BEING TOLD THAT MISS E HAS COME OH DEAR,SATURDAY AFTER SATURDAY COMES AROUND I CAN HAVE NO HOPE OF HEARING YOUR KNOCK AT THE DOOR IVE BEEN TOLD ABOUT MS HUGHES COMING OH DEAR,0.10344827586206896,0.9655172413793104,0.8620689655172414,2.7021119594573975,1.130177617073059,0.1254792110299867
3575-170457-0034,0.5s,7,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0034_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0034_merged_inference.wav,IN THIS MONOTONOUS LIFE OF MINE THAT WAS A PLEASANT EVENT," In this monotonous life of mine, that was a pleasant event."," In the monotheist's life and mind, that was a pleasant event.",IN THIS MONOTONOUS LIFE OF MINE THAT WAS A PLEASANT EVENT,IN THE MONOTHEISTS LIFE AND MIND THAT WAS A PLEASANT EVENT,0.0,1.0,1.0,2.84387469291687,1.0437660217285156,0.09781216605259724
3575-170457-0035,0.5s,19,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0035_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0035_merged_inference.wav,I WISH IT WOULD RECUR AGAIN BUT IT WILL TAKE TWO OR THREE INTERVIEWS BEFORE THE STIFFNESS THE ESTRANGEMENT OF THIS LONG SEPARATION WILL WEAR AWAY," I wish it would recur again, but it will take two or three interviews before the stiffness, the estrangement of this long separation will wear away."," I shall recur again, but will take to a street interview before the stiffening. The enshrinement of this long separation will wear away.",I WISH IT WOULD RECUR AGAIN BUT IT WILL TAKE TWO OR THREE INTERVIEWS BEFORE THE STIFFNESS THE ESTRANGEMENT OF THIS LONG SEPARATION WILL WEAR AWAY,I SHALL RECUR AGAIN BUT WILL TAKE TO A STREET INTERVIEW BEFORE THE STIFFENING THE ENSHRINEMENT OF THIS LONG SEPARATION WILL WEAR AWAY,0.0,1.0,1.0,2.3531112670898438,1.254851222038269,0.1540746179313735
3575-170457-0036,0.5s,57,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0036_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0036_merged_inference.wav,MY EYES FILL WITH TEARS WHEN I CONTRAST THE BLISS OF SUCH A STATE BRIGHTENED BY HOPES OF THE FUTURE WITH THE MELANCHOLY STATE I NOW LIVE IN UNCERTAIN THAT I EVER FELT TRUE CONTRITION WANDERING IN THOUGHT AND DEED LONGING FOR HOLINESS WHICH I SHALL NEVER NEVER OBTAIN SMITTEN AT TIMES TO THE HEART WITH THE CONVICTION THAT GHASTLY CALVINISTIC DOCTRINES ARE TRUE DARKENED IN SHORT BY THE VERY SHADOWS OF SPIRITUAL DEATH, my eyes fill with tears when i contrast the bliss of such a state brightened by hopes of the future with the melancholy state i now live in uncertain that i ever felt true contrition wandering in thought and deed longing for holiness which i shall never never obtain smitten at times to the heart with the conviction that ghastly calvinistic doctrines are true darkened in short by the very shadows of spiritual death," My eye's throats tears when I contrast the bliss of such a state, Brightened by the hopes of the future, with the melancholy state of now the venerable certain that I ever felt true contributor. Wandering in thought and deed, longing for holiness which I shall never ever attain, Smithed at times the heart with the conviction that God's Calvinistic doctrines are true, Darkened in short by the very shadows of spiritual death,",MY EYES FILL WITH TEARS WHEN I CONTRAST THE BLISS OF SUCH A STATE BRIGHTENED BY HOPES OF THE FUTURE WITH THE MELANCHOLY STATE I NOW LIVE IN UNCERTAIN THAT I EVER FELT TRUE CONTRITION WANDERING IN THOUGHT AND DEED LONGING FOR HOLINESS WHICH I SHALL NEVER NEVER OBTAIN SMITTEN AT TIMES TO THE HEART WITH THE CONVICTION THAT GHASTLY CALVINISTIC DOCTRINES ARE TRUE DARKENED IN SHORT BY THE VERY SHADOWS OF SPIRITUAL DEATH,MY EYES THROATS TEARS WHEN I CONTRAST THE BLISS OF SUCH A STATE BRIGHTENED BY THE HOPES OF THE FUTURE WITH THE MELANCHOLY STATE OF NOW THE VENERABLE CERTAIN THAT I EVER FELT TRUE CONTRIBUTOR WANDERING IN THOUGHT AND DEED LONGING FOR HOLINESS WHICH I SHALL NEVER EVER ATTAIN SMITHED AT TIMES THE HEART WITH THE CONVICTION THAT GODS CALVINISTIC DOCTRINES ARE TRUE DARKENED IN SHORT BY THE VERY SHADOWS OF SPIRITUAL DEATH,0.0,0.581081081081081,0.581081081081081,2.1492881774902344,1.3845691680908203,0.10431027746682271
3575-170457-0037,0.5s,29,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0037_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0037_merged_inference.wav,IF CHRISTIAN PERFECTION BE NECESSARY TO SALVATION I SHALL NEVER BE SAVED MY HEART IS A VERY HOTBED FOR SINFUL THOUGHTS AND WHEN I DECIDE ON AN ACTION I SCARCELY REMEMBER TO LOOK TO MY REDEEMER FOR DIRECTION, if christian perfection be necessary to salvation i shall never be saved my heart is a very hot bed for sinful thoughts and when i decide on an action i scarcely remember to look to my redeemer for a direction," If Christian perfection be necessary to salvation, I shall never be saved. My heart is a very hotbed for sinful thoughts, and when I decide on an action I scarcely ever took to my Redeemer for direction.",IF CHRISTIAN PERFECTION BE NECESSARY TO SALVATION I SHALL NEVER BE SAVED MY HEART IS A VERY HOT BED FOR SINFUL THOUGHTS AND WHEN I DECIDE ON AN ACTION I SCARCELY REMEMBER TO LOOK TO MY REDEEMER FOR A DIRECTION,IF CHRISTIAN PERFECTION BE NECESSARY TO SALVATION I SHALL NEVER BE SAVED MY HEART IS A VERY HOTBED FOR SINFUL THOUGHTS AND WHEN I DECIDE ON AN ACTION I SCARCELY EVER TOOK TO MY REDEEMER FOR DIRECTION,0.07894736842105263,0.21052631578947367,0.13157894736842105,2.3575119972229004,1.2730348110198975,0.10950334417233878
3575-170457-0038,0.5s,24,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0038_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0038_merged_inference.wav,AND MEANTIME I KNOW THE GREATNESS OF JEHOVAH I ACKNOWLEDGE THE PERFECTION OF HIS WORD I ADORE THE PURITY OF THE CHRISTIAN FAITH MY THEORY IS RIGHT MY PRACTICE HORRIBLY WRONG," And meantime, I know the greatness of Jehovah. I acknowledge the perfection of His word. I adore the purity of the Christian faith. My theory is right, my practice horribly wrong."," In the meantime, I know the greatness of Jehovah. I acknowledge the perfection of His Word. I adore the purity of the Christian faith. My theory is right, my practice wholly wrong.",AND MEANTIME I KNOW THE GREATNESS OF JEHOVAH I ACKNOWLEDGE THE PERFECTION OF HIS WORD I ADORE THE PURITY OF THE CHRISTIAN FAITH MY THEORY IS RIGHT MY PRACTICE HORRIBLY WRONG,IN THE MEANTIME I KNOW THE GREATNESS OF JEHOVAH I ACKNOWLEDGE THE PERFECTION OF HIS WORD I ADORE THE PURITY OF THE CHRISTIAN FAITH MY THEORY IS RIGHT MY PRACTICE WHOLLY WRONG,0.0,0.3225806451612903,0.3225806451612903,2.2974510192871094,1.415850281715393,0.16570842626856372
3575-170457-0039,0.5s,26,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0039_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0039_merged_inference.wav,THE CHRISTMAS HOLIDAYS CAME AND SHE AND ANNE RETURNED TO THE PARSONAGE AND TO THAT HAPPY HOME CIRCLE IN WHICH ALONE THEIR NATURES EXPANDED AMONGST ALL OTHER PEOPLE THEY SHRIVELLED UP MORE OR LESS, the christmas holidays came and she and anne returned to the parsonage and to that happy home circle in which alone their natures expanded amongst all other people they shrivelled up more or less," The Christmas holidays came, and she and Anne returned to the Parsonage and to that happy home circles, in which alone their natures expanded. Amongst all other people they shriveled up more loss.",THE CHRISTMAS HOLIDAYS CAME AND SHE AND ANNE RETURNED TO THE PARSONAGE AND TO THAT HAPPY HOME CIRCLE IN WHICH ALONE THEIR NATURES EXPANDED AMONGST ALL OTHER PEOPLE THEY SHRIVELLED UP MORE OR LESS,THE CHRISTMAS HOLIDAYS CAME AND SHE AND ANNE RETURNED TO THE PARSONAGE AND TO THAT HAPPY HOME CIRCLES IN WHICH ALONE THEIR NATURES EXPANDED AMONGST ALL OTHER PEOPLE THEY SHRIVELED UP MORE LOSS,0.0,0.17647058823529413,0.17647058823529413,2.474806308746338,1.37131667137146,0.16756980254545617
3575-170457-0040,0.5s,14,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0040_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0040_merged_inference.wav,INDEED THERE WERE ONLY ONE OR TWO STRANGERS WHO COULD BE ADMITTED AMONG THE SISTERS WITHOUT PRODUCING THE SAME RESULT," Indeed, there were only one or two strangers who could be admitted among the sisters without producing the same result."," Indeed, there were only one or two strangers who could be admitted along with the sisters, while producing the same result.",INDEED THERE WERE ONLY ONE OR TWO STRANGERS WHO COULD BE ADMITTED AMONG THE SISTERS WITHOUT PRODUCING THE SAME RESULT,INDEED THERE WERE ONLY ONE OR TWO STRANGERS WHO COULD BE ADMITTED ALONG WITH THE SISTERS WHILE PRODUCING THE SAME RESULT,0.0,0.55,0.55,2.529733419418335,1.1431101560592651,0.11455426816495579
3575-170457-0041,0.5s,29,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0041_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0041_merged_inference.wav,SHE WAS GONE OUT INTO THE VILLAGE ON SOME ERRAND WHEN AS SHE WAS DESCENDING THE STEEP STREET HER FOOT SLIPPED ON THE ICE AND SHE FELL IT WAS DARK AND NO ONE SAW HER MISCHANCE TILL AFTER A TIME HER GROANS ATTRACTED THE ATTENTION OF A PASSER BY, she was gone out into the village on some errand when as she was descending the steep street her foot slipped on the ice and she fell it was dark and no one saw her mischance till after a time her groans attracted the attention of a passer-by, she was gone out into the village on some errand when as she was descending deep street flits to some ice and she fell he was dark and no one saw her with chance till after a time her groans attracted the attention of a passer-by,SHE WAS GONE OUT INTO THE VILLAGE ON SOME ERRAND WHEN AS SHE WAS DESCENDING THE STEEP STREET HER FOOT SLIPPED ON THE ICE AND SHE FELL IT WAS DARK AND NO ONE SAW HER MISCHANCE TILL AFTER A TIME HER GROANS ATTRACTED THE ATTENTION OF A PASSERBY,SHE WAS GONE OUT INTO THE VILLAGE ON SOME ERRAND WHEN AS SHE WAS DESCENDING DEEP STREET FLITS TO SOME ICE AND SHE FELL HE WAS DARK AND NO ONE SAW HER WITH CHANCE TILL AFTER A TIME HER GROANS ATTRACTED THE ATTENTION OF A PASSERBY,0.02040816326530612,0.6326530612244898,0.6122448979591837,2.1302642822265625,1.1895928382873535,0.18204695735441012
3575-170457-0042,0.5s,25,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/3575-170457-0042_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/3575-170457-0042_merged_inference.wav,UNFORTUNATELY THE FRACTURE COULD NOT BE SET TILL SIX O'CLOCK THE NEXT MORNING AS NO SURGEON WAS TO BE HAD BEFORE THAT TIME AND SHE NOW LIES AT OUR HOUSE IN A VERY DOUBTFUL AND DANGEROUS STATE, unfortunately the fracture could not be set till six o'clock the next morning as no surgeon was to be had before that time and she now lies at our house in a very doubtful and dangerous state, unfortunately the fracture cannot be set to six o'clock the next morning as no surgeon was to be had before that time and she now lies at her house in a very doubtful and dainty state,UNFORTUNATELY THE FRACTURE COULD NOT BE SET TILL SIX OCLOCK THE NEXT MORNING AS NO SURGEON WAS TO BE HAD BEFORE THAT TIME AND SHE NOW LIES AT OUR HOUSE IN A VERY DOUBTFUL AND DANGEROUS STATE,UNFORTUNATELY THE FRACTURE CANNOT BE SET TO SIX OCLOCK THE NEXT MORNING AS NO SURGEON WAS TO BE HAD BEFORE THAT TIME AND SHE NOW LIES AT HER HOUSE IN A VERY DOUBTFUL AND DAINTY STATE,0.0,0.4594594594594595,0.4594594594594595,2.3564679622650146,1.4244519472122192,0.15098441075803284
