file_name,segment_length,num_segments,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,utmos,pesq,stoi,original_cer,inference_cer,dcer
common_voice_zh-TW_19738602,2.0s,2,,,我完全不知道如何用中文讲,,,,,,,,,,
common_voice_zh-TW_19738644,2.0s,2,,,在捷运上的两扇门之间,,,,,,,,,,
common_voice_zh-TW_19738653,2.0s,2,,,是全国体适能常模,,,,,,,,,,
common_voice_zh-TW_19738654,2.0s,3,,,国际合作不再只是政府与政府的协定,,,,,,,,,,
common_voice_zh-TW_19739090,2.0s,2,,,是否符合本市都市更新规定,,,,,,,,,,
common_voice_zh-TW_19739100,2.0s,2,,,我们都无意的制造了一场又一场的悲剧,,,,,,,,,,
common_voice_zh-TW_19809697,2.0s,2,,,人生短短几个秋,,,,,,,,,,
common_voice_zh-TW_19809706,2.0s,3,,,手机游戏下载的评论,,,,,,,,,,
common_voice_zh-TW_19809713,2.0s,2,,,教了，不等于鼓励,,,,,,,,,,
common_voice_zh-TW_19809715,2.0s,3,,,不要求民众进入技术的空间,,,,,,,,,,
common_voice_zh-TW_19809727,2.0s,3,,,比较常遇到的是收银员问我,,,,,,,,,,
common_voice_zh-TW_19809746,2.0s,2,,,可以帮我抓一张图吗？,,,,,,,,,,
common_voice_zh-TW_19809762,2.0s,2,,,我还是用手抄一些比较好,,,,,,,,,,
common_voice_zh-TW_19809855,2.0s,3,,,时任重建发展协会会长,,,,,,,,,,
common_voice_zh-TW_19809865,2.0s,2,,,走进闲置十多年的国小,,,,,,,,,,
common_voice_zh-TW_19809868,2.0s,2,,,光是原住民族,,,,,,,,,,
common_voice_zh-TW_19809880,2.0s,3,,,相关的语言教材将更完整,,,,,,,,,,
common_voice_zh-TW_19809882,2.0s,2,,,不太对啊！,,,,,,,,,,
common_voice_zh-TW_19809889,2.0s,2,,,防水保固至少两年,,,,,,,,,,
common_voice_zh-TW_19809894,2.0s,3,,,台湾在一九四零年代以来的社会运动,,,,,,,,,,
common_voice_zh-TW_19824694,2.0s,3,,,该逐字稿的著作权,,,,,,,,,,
common_voice_zh-TW_19824698,2.0s,2,,,都可以用很简单的方式表现,,,,,,,,,,
common_voice_zh-TW_19824771,2.0s,2,,,附属设施之建物誊本,,,,,,,,,,
common_voice_zh-TW_19824782,2.0s,2,,,大家可能不知道,,,,,,,,,,
common_voice_zh-TW_19824792,2.0s,3,,,快译通翻译机的型号是英文字,,,,,,,,,,
common_voice_zh-TW_19824800,2.0s,3,,,员工感觉上都是以外来移民居多,,,,,,,,,,
common_voice_zh-TW_19836722,2.0s,2,,,六十秒等于一分钟,,,,,,,,,,
common_voice_zh-TW_19836729,2.0s,4,,,需要让政府、社群、企业形成生态圈,,,,,,,,,,
common_voice_zh-TW_19866040,2.0s,3,,,一点都没有代表对方有比你多好,,,,,,,,,,
common_voice_zh-TW_19866349,2.0s,2,,,刚刚请我们发文给银行,,,,,,,,,,
common_voice_zh-TW_19866350,2.0s,2,,,满室梅香扑鼻而来,,,,,,,,,,
common_voice_zh-TW_19866416,2.0s,2,,,你不就是想要我的钱吗?,,,,,,,,,,
common_voice_zh-TW_19866439,2.0s,3,,,当群组里传来可疑的讯息时,,,,,,,,,,
common_voice_zh-TW_19866442,2.0s,3,,,也经由中研院史语所等单位协力采集,,,,,,,,,,
common_voice_zh-TW_19866481,2.0s,2,,,来呈现所有人的光谱,,,,,,,,,,
common_voice_zh-TW_19866482,2.0s,2,,,我想我们都是好人,,,,,,,,,,
common_voice_zh-TW_19866483,2.0s,3,,,在世界重新思考政府治理的此时,,,,,,,,,,
common_voice_zh-TW_19866929,2.0s,2,,,而我们在造鱼塭,,,,,,,,,,
common_voice_zh-TW_19866930,2.0s,2,,,有点看不懂是在做啥,,,,,,,,,,
common_voice_zh-TW_19866957,2.0s,2,,,刑法第五十九条,,,,,,,,,,
common_voice_zh-TW_19877494,2.0s,3,,,国家语言发展法,,,,,,,,,,
common_voice_zh-TW_19877505,2.0s,2,,,更惨的是连钱都没有进来,,,,,,,,,,
common_voice_zh-TW_19877535,2.0s,2,,,免得每次用,,,,,,,,,,
common_voice_zh-TW_19877545,2.0s,2,,,主动走进去也未尝不可,,,,,,,,,,
common_voice_zh-TW_19877561,2.0s,2,,,资深者已有三十年的经验,,,,,,,,,,
common_voice_zh-TW_19877578,2.0s,2,,,叔叔亲了我妈妈,,,,,,,,,,
common_voice_zh-TW_19877671,2.0s,2,,,有共识的部分须想办法促成,,,,,,,,,,
common_voice_zh-TW_19877719,2.0s,2,,,无法达成结论或共识,,,,,,,,,,
common_voice_zh-TW_19877839,2.0s,2,,,所以直升机拍摄,,,,,,,,,,
common_voice_zh-TW_19877866,2.0s,2,,,检讨其合理性与必要性,,,,,,,,,,
common_voice_zh-TW_19877933,2.0s,2,,,魔法公主神圣诞生,,,,,,,,,,
common_voice_zh-TW_19877944,2.0s,3,,,汤姆克鲁斯国家宝藏,,,,,,,,,,
common_voice_zh-TW_19877948,2.0s,3,,,为让小林村真正扎根,,,,,,,,,,
common_voice_zh-TW_19886219,2.0s,2,,,孤单一个人住在家里,,,,,,,,,,
common_voice_zh-TW_19886221,2.0s,2,,,逼车和超速的行为太多了,,,,,,,,,,
common_voice_zh-TW_19959271,2.0s,2,,,假如那位朋友真的来这边发表心得,,,,,,,,,,
common_voice_zh-TW_19959789,2.0s,2,,,不知道能不能用来设计？,,,,,,,,,,
common_voice_zh-TW_19959791,2.0s,2,,,不同阶段所停留过的地方,,,,,,,,,,
common_voice_zh-TW_19959877,2.0s,2,,,以维护所有权人权益,,,,,,,,,,
common_voice_zh-TW_19965894,2.0s,3,,,击倒语言对我们智慧的蛊惑,,,,,,,,,,
common_voice_zh-TW_19965896,2.0s,2,,,起床时发现已经结束了,,,,,,,,,,
common_voice_zh-TW_19966222,2.0s,3,,,当然湿的时候不要拿去插电,,,,,,,,,,
common_voice_zh-TW_19966223,2.0s,2,,,因为频道不是开放式,,,,,,,,,,
common_voice_zh-TW_19966242,2.0s,3,,,身为一个公民我们是否能帮帮忙,,,,,,,,,,
common_voice_zh-TW_19966243,2.0s,2,,,应记载及不得记载事项,,,,,,,,,,
common_voice_zh-TW_19966244,2.0s,2,,,所以只会看到一个,,,,,,,,,,
common_voice_zh-TW_19966245,2.0s,2,,,那跟他的过往冲突,,,,,,,,,,
common_voice_zh-TW_19978028,2.0s,2,,,货出去、人进来，高雄发大财！,,,,,,,,,,
common_voice_zh-TW_19978388,2.0s,3,,,猪队友之所以为猪队友，就是因为他是猪队友,,,,,,,,,,
common_voice_zh-TW_19978418,2.0s,3,,,只是成就上位者的一点点薄弱的光环,,,,,,,,,,
common_voice_zh-TW_19978470,2.0s,2,,,我不爱用三星的产品，除了三星葱,,,,,,,,,,
common_voice_zh-TW_19978499,2.0s,2,,,或是一些专有名词,,,,,,,,,,
common_voice_zh-TW_19979004,2.0s,3,,,他的好奇很快就能获得满足,,,,,,,,,,
common_voice_zh-TW_19981961,2.0s,3,,,如果你也有看过这则谣言，现在已经知道是错误的了,,,,,,,,,,
common_voice_zh-TW_19981972,2.0s,2,,,一种跟大家共襄盛举的感觉,,,,,,,,,,
common_voice_zh-TW_19981987,2.0s,3,,,我在今年初使用载具储存电子发票,,,,,,,,,,
common_voice_zh-TW_19981996,2.0s,3,,,在日本吃到的福岛柿饼还有草莓,,,,,,,,,,
common_voice_zh-TW_19981997,2.0s,2,,,领完年终随即打开一零四,,,,,,,,,,
common_voice_zh-TW_20008429,2.0s,3,,,爸爸捕鱼去，为什么还不回家,,,,,,,,,,
common_voice_zh-TW_20127150,2.0s,2,,,如果你也有兴趣，欢迎一同选购。,,,,,,,,,,
common_voice_zh-TW_20289290,2.0s,3,,,就是有精神层面的问题,,,,,,,,,,
common_voice_zh-TW_20289368,2.0s,3,,,在这资讯越来越快的时代,,,,,,,,,,
common_voice_zh-TW_20289383,2.0s,2,,,会将这个会议纪录整理好之后,,,,,,,,,,
common_voice_zh-TW_20289426,2.0s,3,,,尊重人民平等权利及自决原则,,,,,,,,,,
common_voice_zh-TW_20289428,2.0s,2,,,义大利临时政府,,,,,,,,,,
common_voice_zh-TW_20289446,2.0s,2,,,我想，到头来,,,,,,,,,,
common_voice_zh-TW_20289466,2.0s,2,,,冲绳三天两日游,,,,,,,,,,
common_voice_zh-TW_20289569,2.0s,2,,,我们在台湾可以建立一个网站,,,,,,,,,,
common_voice_zh-TW_20289590,2.0s,3,,,非人之因素也应予以考虑,,,,,,,,,,
common_voice_zh-TW_20289632,2.0s,2,,,有时连同店员也是,,,,,,,,,,
common_voice_zh-TW_20289642,2.0s,3,,,原来旧金山游行破百万很多年了,,,,,,,,,,
common_voice_zh-TW_20289644,2.0s,2,,,单子上写的地址根本不存在,,,,,,,,,,
common_voice_zh-TW_20290093,2.0s,2,,,不再收音讯而是收类比讯号,,,,,,,,,,
common_voice_zh-TW_20290115,2.0s,2,,,实际作道路供公众通行,,,,,,,,,,
common_voice_zh-TW_20331317,2.0s,3,,,为什么我们要容忍没规矩的司机,,,,,,,,,,
common_voice_zh-TW_20331319,2.0s,2,,,从小到大的认知是有问题的,,,,,,,,,,
common_voice_zh-TW_20331515,2.0s,2,,,不太符合我的用途,,,,,,,,,,
common_voice_zh-TW_20331548,2.0s,2,,,温州大混饨这家连锁店,,,,,,,,,,
common_voice_zh-TW_20331553,2.0s,2,,,真的喝到底都是糖,,,,,,,,,,
common_voice_zh-TW_20331554,2.0s,2,,,不只是单纯凭著一股气,,,,,,,,,,
common_voice_zh-TW_20331901,2.0s,3,,,直到最后一口就被一次甜回来了,,,,,,,,,,
common_voice_zh-TW_20331906,2.0s,2,,,比如说历史上所谓奸臣形象,,,,,,,,,,
common_voice_zh-TW_20331952,2.0s,2,,,我们有更中性的「正视」,,,,,,,,,,
common_voice_zh-TW_20331988,2.0s,2,,,除了直播，我们还能贡献什么？,,,,,,,,,,
common_voice_zh-TW_20332032,2.0s,2,,,你家的泡面已经煮好了,,,,,,,,,,
common_voice_zh-TW_20332219,2.0s,3,,,弘兼宪史把台湾写得太逊了,,,,,,,,,,
common_voice_zh-TW_20332298,2.0s,3,,,但人群中你还真的要笑出来,,,,,,,,,,
common_voice_zh-TW_20332299,2.0s,3,,,甚至直接在当地生产、包装,,,,,,,,,,
common_voice_zh-TW_20332519,2.0s,3,,,超脱了以往数人头、非赢即输的做法,,,,,,,,,,
common_voice_zh-TW_20332521,2.0s,2,,,到时候可以直接来这边爬,,,,,,,,,,
common_voice_zh-TW_20548218,2.0s,3,,,更想要呈现他为何这么样,,,,,,,,,,
common_voice_zh-TW_20577791,2.0s,4,,,表示就真的有这么多人爱看这些消息,,,,,,,,,,
common_voice_zh-TW_20719648,2.0s,2,,,那是一大车又一大车的,,,,,,,,,,
common_voice_zh-TW_20719666,2.0s,2,,,今天早上还以为点到无糖奶茶,,,,,,,,,,
common_voice_zh-TW_20719695,2.0s,2,,,婶婶监视婶婆,,,,,,,,,,
common_voice_zh-TW_20719725,2.0s,2,,,可以训练一个机器人,,,,,,,,,,
common_voice_zh-TW_20738169,2.0s,3,,,你永远不懂我伤悲，像白天不懂夜的黑,,,,,,,,,,
common_voice_zh-TW_20748894,2.0s,2,,,本来他们的经验可以一吃好几年的,,,,,,,,,,
common_voice_zh-TW_20748914,2.0s,3,,,而不是具有采访新闻的专业能力的人,,,,,,,,,,
common_voice_zh-TW_20748924,2.0s,2,,,为台湾另一端的小朋友们远距上课,,,,,,,,,,
common_voice_zh-TW_20748925,2.0s,2,,,英文数字请尽量转为中文,,,,,,,,,,
common_voice_zh-TW_20768562,2.0s,2,,,须多负担多少钱,,,,,,,,,,
common_voice_zh-TW_20768573,2.0s,2,,,谣言止于智者，始于记者,,,,,,,,,,
common_voice_zh-TW_20768597,2.0s,2,,,父母用自己的经验教训小朋友,,,,,,,,,,
common_voice_zh-TW_20768606,2.0s,2,,,所以左边到底可不可以站,,,,,,,,,,
common_voice_zh-TW_20768608,2.0s,2,,,为了普及自来水而采用的塑胶水管,,,,,,,,,,
common_voice_zh-TW_20798277,2.0s,4,,,不要随便相信网路上的消息,,,,,,,,,,
common_voice_zh-TW_20798391,2.0s,3,,,万山鲁凯语,,,,,,,,,,
common_voice_zh-TW_20798392,2.0s,4,,,每个人家里都有一个负责堆衣服的椅子,,,,,,,,,,
common_voice_zh-TW_20802781,2.0s,2,,,自然也包含性方面的吸引,,,,,,,,,,
common_voice_zh-TW_20802873,2.0s,3,,,要求中天电视台在二十天内更正错误报导内容,,,,,,,,,,
common_voice_zh-TW_20815720,2.0s,2,,,即可决定是否核准,,,,,,,,,,
common_voice_zh-TW_20817141,2.0s,2,,,政府应当以公权力介入,,,,,,,,,,
common_voice_zh-TW_20817142,2.0s,3,,,高达九十二点五趴,,,,,,,,,,
common_voice_zh-TW_20817145,2.0s,2,,,成绩考核委员会,,,,,,,,,,
common_voice_zh-TW_20817150,2.0s,3,,,也不应该完全无视少数的权益,,,,,,,,,,
common_voice_zh-TW_20817155,2.0s,2,,,另一派之看法,,,,,,,,,,
common_voice_zh-TW_20817169,2.0s,3,,,已拟好甲案乙案丙案,,,,,,,,,,
common_voice_zh-TW_20850141,2.0s,4,,,虽然比起各位大大们根本微不足道,,,,,,,,,,
common_voice_zh-TW_20850442,2.0s,3,,,会吓到本来的居民,,,,,,,,,,
common_voice_zh-TW_20850655,2.0s,3,,,二十一世纪的新型态公民协力与对话,,,,,,,,,,
common_voice_zh-TW_20850876,2.0s,2,,,才能让孩子明白,,,,,,,,,,
common_voice_zh-TW_20852890,2.0s,2,,,让数据易于理解,,,,,,,,,,
common_voice_zh-TW_20852923,2.0s,3,,,但已经变成是咖啡的名字,,,,,,,,,,
common_voice_zh-TW_20852951,2.0s,2,,,我再贴一张图片,,,,,,,,,,
common_voice_zh-TW_20852953,2.0s,3,,,由各校迳自核定发布,,,,,,,,,,
common_voice_zh-TW_20852959,2.0s,2,,,因为都有压力跟流速,,,,,,,,,,
common_voice_zh-TW_20853741,2.0s,3,,,我都乐意作为早餐的选项,,,,,,,,,,
common_voice_zh-TW_20853770,2.0s,2,,,想要引起回应与注意呀,,,,,,,,,,
common_voice_zh-TW_20853791,2.0s,3,,,如果有在闲聊以外,,,,,,,,,,
common_voice_zh-TW_20853842,2.0s,3,,,每个人都有等量美的感受,,,,,,,,,,
common_voice_zh-TW_20853843,2.0s,3,,,谣言存活三百六十五天,,,,,,,,,,
common_voice_zh-TW_20853901,2.0s,3,,,表示女性在社会中没有发言权,,,,,,,,,,
common_voice_zh-TW_20853935,2.0s,2,,,那样吃不过瘾,,,,,,,,,,
common_voice_zh-TW_20853958,2.0s,3,,,战后台湾社会运动特展,,,,,,,,,,
common_voice_zh-TW_20853986,2.0s,3,,,因为我们在同一家店买衣服,,,,,,,,,,
common_voice_zh-TW_20860424,2.0s,3,,,并不是战斗力破表的神兽,,,,,,,,,,
common_voice_zh-TW_20860463,2.0s,3,,,晚餐吃完可以打电动了,,,,,,,,,,
common_voice_zh-TW_20860552,2.0s,3,,,因此就防疫来说,,,,,,,,,,
common_voice_zh-TW_20860560,2.0s,3,,,并不是单纯事实报导,,,,,,,,,,
common_voice_zh-TW_20860598,2.0s,4,,,这样就完成一锅味道浓郁的粥,,,,,,,,,,
common_voice_zh-TW_20860600,2.0s,3,,,如三天内还有时间,,,,,,,,,,
common_voice_zh-TW_20860681,2.0s,3,,,越咳会越严重,,,,,,,,,,
common_voice_zh-TW_20860752,2.0s,3,,,警政署反诈骗咨询专线,,,,,,,,,,
common_voice_zh-TW_20860770,2.0s,2,,,再交由大家讨论,,,,,,,,,,
common_voice_zh-TW_20860773,2.0s,3,,,统一发票的统一，是一种统战吗？,,,,,,,,,,
common_voice_zh-TW_20860809,2.0s,3,,,就补缴空屋税,,,,,,,,,,
common_voice_zh-TW_20860813,2.0s,3,,,或许因为套用国发会的模式,,,,,,,,,,
common_voice_zh-TW_20865940,2.0s,4,,,然后电磁炉开小火慢慢煮,,,,,,,,,,
common_voice_zh-TW_20865960,2.0s,2,,,应该是说,,,,,,,,,,
common_voice_zh-TW_20865967,2.0s,3,,,避难所无误,,,,,,,,,,
common_voice_zh-TW_20961173,2.0s,3,,,意境比实境重要,,,,,,,,,,
common_voice_zh-TW_20961177,2.0s,3,,,贴上去后加上适当的护贝,,,,,,,,,,
common_voice_zh-TW_21270176,2.0s,3,,,至全国各地搜集资料或推展想法,,,,,,,,,,
common_voice_zh-TW_21270382,2.0s,2,,,的确有专家在做「抓漏」这件事,,,,,,,,,,
common_voice_zh-TW_21270470,2.0s,3,,,大会每年应举行常会,,,,,,,,,,
common_voice_zh-TW_21270521,2.0s,2,,,才能将问题一一破解,,,,,,,,,,
common_voice_zh-TW_21270766,2.0s,2,,,反而不利于语言复育,,,,,,,,,,
common_voice_zh-TW_21270805,2.0s,2,,,部分留在大会讨论,,,,,,,,,,
common_voice_zh-TW_21270891,2.0s,3,,,现在打工的基本时薪是一百五十元,,,,,,,,,,
common_voice_zh-TW_21270958,2.0s,3,,,目前交由台湾历史博物馆典藏,,,,,,,,,,
common_voice_zh-TW_21270960,2.0s,3,,,间接地也用到他们的记忆体和萤幕,,,,,,,,,,
common_voice_zh-TW_21270961,2.0s,3,,,筹设公司是否符合章程,,,,,,,,,,
common_voice_zh-TW_21270963,2.0s,3,,,现在不能用阿拉伯数字跟英文字,,,,,,,,,,
common_voice_zh-TW_21270977,2.0s,2,,,我们还能贡献什么？,,,,,,,,,,
common_voice_zh-TW_21270986,2.0s,3,,,我功德金是不是缴得不够？,,,,,,,,,,
common_voice_zh-TW_21278980,2.0s,3,,,凯蒂猫的官方人设是个小女孩,,,,,,,,,,
common_voice_zh-TW_21278997,2.0s,3,,,因为有在主流媒体上看到科学界的记者会,,,,,,,,,,
common_voice_zh-TW_21279003,2.0s,2,,,有一种买到限量商品,,,,,,,,,,
common_voice_zh-TW_21279004,2.0s,2,,,甚至转而研究曹雪芹这个人,,,,,,,,,,
common_voice_zh-TW_21279017,2.0s,2,,,拿坡里有最好吃的炸鸡,,,,,,,,,,
common_voice_zh-TW_21287858,2.0s,2,,,三年才能绕台湾一圈,,,,,,,,,,
common_voice_zh-TW_21288065,2.0s,2,,,避免性冲动的情境,,,,,,,,,,
common_voice_zh-TW_21288135,2.0s,2,,,这有意思，不知道是什么味道,,,,,,,,,,
common_voice_zh-TW_21288211,2.0s,2,,,对现行性平教育不满的人们,,,,,,,,,,
common_voice_zh-TW_21288396,2.0s,2,,,教师辅导与管教学生,,,,,,,,,,
common_voice_zh-TW_21308667,2.0s,3,,,内政部在会商各目的事业主管机关后,,,,,,,,,,
common_voice_zh-TW_21308865,2.0s,2,,,我们需要更多的废文和聊天内容,,,,,,,,,,
common_voice_zh-TW_21308878,2.0s,2,,,上面两句也可以列入资料库中,,,,,,,,,,
common_voice_zh-TW_21316552,2.0s,2,,,教育局督学皆入班观课,,,,,,,,,,
common_voice_zh-TW_21316690,2.0s,2,,,双性恋者与跨性别族群,,,,,,,,,,
common_voice_zh-TW_21316803,2.0s,2,,,会持续需要人类的智慧灌进去,,,,,,,,,,
common_voice_zh-TW_21316893,2.0s,2,,,在保障民众个资的前提下,,,,,,,,,,
common_voice_zh-TW_21316964,2.0s,2,,,要求使用者放弃隐私,,,,,,,,,,
common_voice_zh-TW_21317094,2.0s,3,,,被告与妻子鳒鲽情深,,,,,,,,,,
common_voice_zh-TW_21329017,2.0s,3,,,阴谋得逞，奸笑哈哈哈,,,,,,,,,,
common_voice_zh-TW_21329040,2.0s,2,,,设计图档全部公开,,,,,,,,,,
common_voice_zh-TW_21329091,2.0s,3,,,第一次在伯朗咖啡点啤酒喝,,,,,,,,,,
common_voice_zh-TW_21329128,2.0s,3,,,大量的文字、影像与数位纪录,,,,,,,,,,
common_voice_zh-TW_21329153,2.0s,2,,,自己理想的爱情,,,,,,,,,,
common_voice_zh-TW_21329158,2.0s,2,,,希望过很好的生活,,,,,,,,,,
common_voice_zh-TW_21329166,2.0s,3,,,可循行政程序法等相关规定,,,,,,,,,,
common_voice_zh-TW_21329169,2.0s,2,,,这些可支配的人员,,,,,,,,,,
common_voice_zh-TW_21329182,2.0s,2,,,太妃糖蛋塔还满好吃的,,,,,,,,,,
common_voice_zh-TW_21331348,2.0s,2,,,真正成为资料的主人,,,,,,,,,,
common_voice_zh-TW_21331351,2.0s,2,,,第一次巡回座谈,,,,,,,,,,
common_voice_zh-TW_21331394,2.0s,2,,,哪来那么多智者,,,,,,,,,,
common_voice_zh-TW_21339054,2.0s,3,,,朋友们要开始预购柚子了吗？,,,,,,,,,,
common_voice_zh-TW_21339092,2.0s,3,,,那如果把看到的转打字出来，就算可以了吗？,,,,,,,,,,
common_voice_zh-TW_21339119,2.0s,2,,,社会团体以公益为目的,,,,,,,,,,
common_voice_zh-TW_21339132,2.0s,2,,,好棒棒，欢迎大家来逛逛,,,,,,,,,,
common_voice_zh-TW_21339139,2.0s,2,,,绝大部分之议案事项,,,,,,,,,,
common_voice_zh-TW_21339162,2.0s,3,,,尤其李总统个人也重视这个问题,,,,,,,,,,
common_voice_zh-TW_21339236,2.0s,2,,,你有怦然心动吗？,,,,,,,,,,
common_voice_zh-TW_21339312,2.0s,2,,,女人跟女人的好姐妹,,,,,,,,,,
common_voice_zh-TW_21371977,2.0s,2,,,这边晚上会把对话记录备份起来,,,,,,,,,,
common_voice_zh-TW_21372022,2.0s,2,,,专案皆为开放授权,,,,,,,,,,
common_voice_zh-TW_21543976,2.0s,2,,,跟鱼类不一样,,,,,,,,,,
common_voice_zh-TW_21544027,2.0s,3,,,出现了一张我睡著的照片,,,,,,,,,,
common_voice_zh-TW_21544047,2.0s,2,,,公开这则讯息,,,,,,,,,,
common_voice_zh-TW_21544049,2.0s,2,,,如果他们想要被尊重,,,,,,,,,,
common_voice_zh-TW_21544060,2.0s,3,,,现在居然还是停留在学历阶级制度下？,,,,,,,,,,
common_voice_zh-TW_21544100,2.0s,2,,,未婚生子或堕胎,,,,,,,,,,
common_voice_zh-TW_21544103,2.0s,2,,,还出现亡者显灵之术,,,,,,,,,,
common_voice_zh-TW_21544127,2.0s,2,,,知道这件事的人都会拔刀相助,,,,,,,,,,
common_voice_zh-TW_21544128,2.0s,2,,,绵密滑顺的花生酱,,,,,,,,,,
common_voice_zh-TW_21544129,2.0s,2,,,就会被迫离开这家企业,,,,,,,,,,
common_voice_zh-TW_21544158,2.0s,2,,,四处结交志同道合的朋友,,,,,,,,,,
common_voice_zh-TW_21544164,2.0s,3,,,也有以色列公司开发商用的解决方案,,,,,,,,,,
common_voice_zh-TW_21544176,2.0s,3,,,二楼以上租金水准,,,,,,,,,,
common_voice_zh-TW_21544196,2.0s,2,,,为当地的问题提供解方,,,,,,,,,,
common_voice_zh-TW_21544319,2.0s,2,,,就是糖都积在最下面,,,,,,,,,,
common_voice_zh-TW_21544329,2.0s,2,,,我也以为那边可以闲聊,,,,,,,,,,
common_voice_zh-TW_21544347,2.0s,2,,,是政府第三十三次黑客松,,,,,,,,,,
common_voice_zh-TW_21544641,2.0s,2,,,可以随时掌握纪录取得时效,,,,,,,,,,
common_voice_zh-TW_21544654,2.0s,2,,,收视率是显著提升的,,,,,,,,,,
common_voice_zh-TW_21544670,2.0s,2,,,房租是男人负责出钱吗？,,,,,,,,,,
common_voice_zh-TW_21941448,2.0s,4,,,揹著可以放大九百倍声音的检测仪,,,,,,,,,,
common_voice_zh-TW_21941455,2.0s,3,,,我妈妈说不可以在外面待太晚,,,,,,,,,,
common_voice_zh-TW_21942074,2.0s,3,,,所以在水中前进,,,,,,,,,,
common_voice_zh-TW_21942178,2.0s,3,,,房东表示，他们会转嫁给房客,,,,,,,,,,
common_voice_zh-TW_21942371,2.0s,3,,,可以不受法律拘束地尽情实验,,,,,,,,,,
common_voice_zh-TW_21942527,2.0s,3,,,一直听到在讲肉觉得好饿,,,,,,,,,,
common_voice_zh-TW_21943199,2.0s,3,,,比黄昏还要昏黄的东西,,,,,,,,,,
common_voice_zh-TW_21943539,2.0s,3,,,相关管理费用,,,,,,,,,,
common_voice_zh-TW_21943576,2.0s,3,,,应该兼顾开放及透明,,,,,,,,,,
common_voice_zh-TW_21943685,2.0s,2,,,厉害的原因是,,,,,,,,,,
common_voice_zh-TW_21944124,2.0s,2,,,还可以相信的黑客有谁？,,,,,,,,,,
common_voice_zh-TW_21944201,2.0s,2,,,请告诉我可以用什么方式最方便,,,,,,,,,,
common_voice_zh-TW_21944275,2.0s,2,,,应完全交由专业人士来做,,,,,,,,,,
common_voice_zh-TW_21944277,2.0s,3,,,给行销人员教授如何使用直播软体,,,,,,,,,,
common_voice_zh-TW_21944455,2.0s,2,,,连我爸爸都没有打过我,,,,,,,,,,
common_voice_zh-TW_21946176,2.0s,3,,,不再是遥不可及的事,,,,,,,,,,
common_voice_zh-TW_21946212,2.0s,2,,,为何台湾会有新闻媒体,,,,,,,,,,
common_voice_zh-TW_21946296,2.0s,3,,,副组长可考虑由各方代表担任,,,,,,,,,,
common_voice_zh-TW_21946354,2.0s,2,,,我有工人智慧可以处理,,,,,,,,,,
common_voice_zh-TW_21946601,2.0s,3,,,让人会在无意中忘记考虑左撇子,,,,,,,,,,
common_voice_zh-TW_21947032,2.0s,3,,,用价差让人对薪资不平等有感,,,,,,,,,,
common_voice_zh-TW_21947033,2.0s,2,,,这是一只鸟吗？,,,,,,,,,,
common_voice_zh-TW_21947180,2.0s,2,,,熊本熊不是熊,,,,,,,,,,
common_voice_zh-TW_21947226,2.0s,3,,,产生了巨大的冲击,,,,,,,,,,
common_voice_zh-TW_21958983,2.0s,3,,,都有讲述会遇到的问题,,,,,,,,,,
common_voice_zh-TW_21959213,2.0s,2,,,依然我行我素,,,,,,,,,,
common_voice_zh-TW_21960342,2.0s,3,,,人类的工作机会将被取代？,,,,,,,,,,
common_voice_zh-TW_21960431,2.0s,2,,,我早上睡过头了,,,,,,,,,,
common_voice_zh-TW_21960435,2.0s,3,,,必须要有科目才能编列收入或支出,,,,,,,,,,
common_voice_zh-TW_21960501,2.0s,3,,,走的人多了，也便成了路,,,,,,,,,,
common_voice_zh-TW_21960516,2.0s,2,,,蔡英文总统,,,,,,,,,,
common_voice_zh-TW_21960606,2.0s,3,,,本来在找的是个可以一起前进的集团,,,,,,,,,,
common_voice_zh-TW_21960860,2.0s,2,,,及本市咨询中心人员,,,,,,,,,,
common_voice_zh-TW_21961000,2.0s,3,,,那我们下次再见啰，掰掰,,,,,,,,,,
common_voice_zh-TW_21961147,2.0s,3,,,不能随便洒骨灰到海里,,,,,,,,,,
common_voice_zh-TW_21961382,2.0s,2,,,就有家人与我,,,,,,,,,,
common_voice_zh-TW_22001939,2.0s,2,,,历年学测指考试题也不错,,,,,,,,,,
common_voice_zh-TW_22004844,2.0s,3,,,最近，我和越来越多朋友撞衫,,,,,,,,,,
common_voice_zh-TW_22004902,2.0s,3,,,爱情是个非常难以言说的感受,,,,,,,,,,
common_voice_zh-TW_22005744,2.0s,3,,,只要是不安全性行为,,,,,,,,,,
common_voice_zh-TW_22006054,2.0s,3,,,牛奶咖啡的牛奶比较多,,,,,,,,,,
common_voice_zh-TW_22006056,2.0s,2,,,让任何有想法的人,,,,,,,,,,
common_voice_zh-TW_22006246,2.0s,4,,,年轻的时候是左派，走路都要靠左边,,,,,,,,,,
common_voice_zh-TW_22006374,2.0s,3,,,秉持著游戏圈里最短时间通关的精神,,,,,,,,,,
common_voice_zh-TW_22006410,2.0s,2,,,卖的周边商品,,,,,,,,,,
common_voice_zh-TW_22006412,2.0s,2,,,我妈叫我早点回家吃饭,,,,,,,,,,
common_voice_zh-TW_22006468,2.0s,3,,,现今世界最活跃的公民科技社群之一,,,,,,,,,,
