file_name,segment_length,num_segments,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,utmos,pesq,stoi,original_cer,inference_cer,dcer
common_voice_zh-TW_19738602,0.5s,8,,,我完全不知道如何用中文讲,,,,,,,,,,
common_voice_zh-TW_19738644,0.5s,7,,,在捷运上的两扇门之间,,,,,,,,,,
common_voice_zh-TW_19738653,0.5s,7,,,是全国体适能常模,,,,,,,,,,
common_voice_zh-TW_19738654,0.5s,10,,,国际合作不再只是政府与政府的协定,,,,,,,,,,
common_voice_zh-TW_19739090,0.5s,7,,,是否符合本市都市更新规定,,,,,,,,,,
common_voice_zh-TW_19739100,0.5s,8,,,我们都无意的制造了一场又一场的悲剧,,,,,,,,,,
common_voice_zh-TW_19809697,0.5s,7,,,人生短短几个秋,,,,,,,,,,
common_voice_zh-TW_19809706,0.5s,9,,,手机游戏下载的评论,,,,,,,,,,
common_voice_zh-TW_19809713,0.5s,7,,,教了，不等于鼓励,,,,,,,,,,
common_voice_zh-TW_19809715,0.5s,10,,,不要求民众进入技术的空间,,,,,,,,,,
common_voice_zh-TW_19809727,0.5s,11,,,比较常遇到的是收银员问我,,,,,,,,,,
common_voice_zh-TW_19809746,0.5s,7,,,可以帮我抓一张图吗？,,,,,,,,,,
common_voice_zh-TW_19809762,0.5s,8,,,我还是用手抄一些比较好,,,,,,,,,,
common_voice_zh-TW_19809855,0.5s,9,,,时任重建发展协会会长,,,,,,,,,,
common_voice_zh-TW_19809865,0.5s,8,,,走进闲置十多年的国小,,,,,,,,,,
common_voice_zh-TW_19809868,0.5s,7,,,光是原住民族,,,,,,,,,,
common_voice_zh-TW_19809880,0.5s,11,,,相关的语言教材将更完整,,,,,,,,,,
common_voice_zh-TW_19809882,0.5s,7,,,不太对啊！,,,,,,,,,,
common_voice_zh-TW_19809889,0.5s,7,,,防水保固至少两年,,,,,,,,,,
common_voice_zh-TW_19809894,0.5s,10,,,台湾在一九四零年代以来的社会运动,,,,,,,,,,
common_voice_zh-TW_19824694,0.5s,10,,,该逐字稿的著作权,,,,,,,,,,
common_voice_zh-TW_19824698,0.5s,8,,,都可以用很简单的方式表现,,,,,,,,,,
common_voice_zh-TW_19824771,0.5s,8,,,附属设施之建物誊本,,,,,,,,,,
common_voice_zh-TW_19824782,0.5s,7,,,大家可能不知道,,,,,,,,,,
common_voice_zh-TW_19824792,0.5s,10,,,快译通翻译机的型号是英文字,,,,,,,,,,
common_voice_zh-TW_19824800,0.5s,9,,,员工感觉上都是以外来移民居多,,,,,,,,,,
common_voice_zh-TW_19836722,0.5s,8,,,六十秒等于一分钟,,,,,,,,,,
common_voice_zh-TW_19836729,0.5s,13,,,需要让政府、社群、企业形成生态圈,,,,,,,,,,
common_voice_zh-TW_19866040,0.5s,9,,,一点都没有代表对方有比你多好,,,,,,,,,,
common_voice_zh-TW_19866349,0.5s,8,,,刚刚请我们发文给银行,,,,,,,,,,
common_voice_zh-TW_19866350,0.5s,8,,,满室梅香扑鼻而来,,,,,,,,,,
common_voice_zh-TW_19866416,0.5s,7,,,你不就是想要我的钱吗?,,,,,,,,,,
common_voice_zh-TW_19866439,0.5s,10,,,当群组里传来可疑的讯息时,,,,,,,,,,
common_voice_zh-TW_19866442,0.5s,11,,,也经由中研院史语所等单位协力采集,,,,,,,,,,
common_voice_zh-TW_19866481,0.5s,8,,,来呈现所有人的光谱,,,,,,,,,,
common_voice_zh-TW_19866482,0.5s,7,,,我想我们都是好人,,,,,,,,,,
common_voice_zh-TW_19866483,0.5s,11,,,在世界重新思考政府治理的此时,,,,,,,,,,
common_voice_zh-TW_19866929,0.5s,7,,,而我们在造鱼塭,,,,,,,,,,
common_voice_zh-TW_19866930,0.5s,7,,,有点看不懂是在做啥,,,,,,,,,,
common_voice_zh-TW_19866957,0.5s,7,,,刑法第五十九条,,,,,,,,,,
common_voice_zh-TW_19877494,0.5s,10,,,国家语言发展法,,,,,,,,,,
common_voice_zh-TW_19877505,0.5s,8,,,更惨的是连钱都没有进来,,,,,,,,,,
common_voice_zh-TW_19877535,0.5s,7,,,免得每次用,,,,,,,,,,
common_voice_zh-TW_19877545,0.5s,8,,,主动走进去也未尝不可,,,,,,,,,,
common_voice_zh-TW_19877561,0.5s,7,,,资深者已有三十年的经验,,,,,,,,,,
common_voice_zh-TW_19877578,0.5s,7,,,叔叔亲了我妈妈,,,,,,,,,,
common_voice_zh-TW_19877671,0.5s,7,,,有共识的部分须想办法促成,,,,,,,,,,
common_voice_zh-TW_19877719,0.5s,8,,,无法达成结论或共识,,,,,,,,,,
common_voice_zh-TW_19877839,0.5s,7,,,所以直升机拍摄,,,,,,,,,,
common_voice_zh-TW_19877866,0.5s,7,,,检讨其合理性与必要性,,,,,,,,,,
common_voice_zh-TW_19877933,0.5s,8,,,魔法公主神圣诞生,,,,,,,,,,
common_voice_zh-TW_19877944,0.5s,10,,,汤姆克鲁斯国家宝藏,,,,,,,,,,
common_voice_zh-TW_19877948,0.5s,9,,,为让小林村真正扎根,,,,,,,,,,
common_voice_zh-TW_19886219,0.5s,8,,,孤单一个人住在家里,,,,,,,,,,
common_voice_zh-TW_19886221,0.5s,8,,,逼车和超速的行为太多了,,,,,,,,,,
common_voice_zh-TW_19959271,0.5s,8,,,假如那位朋友真的来这边发表心得,,,,,,,,,,
common_voice_zh-TW_19959789,0.5s,7,,,不知道能不能用来设计？,,,,,,,,,,
common_voice_zh-TW_19959791,0.5s,8,,,不同阶段所停留过的地方,,,,,,,,,,
common_voice_zh-TW_19959877,0.5s,7,,,以维护所有权人权益,,,,,,,,,,
common_voice_zh-TW_19965894,0.5s,9,,,击倒语言对我们智慧的蛊惑,,,,,,,,,,
common_voice_zh-TW_19965896,0.5s,7,,,起床时发现已经结束了,,,,,,,,,,
common_voice_zh-TW_19966222,0.5s,10,,,当然湿的时候不要拿去插电,,,,,,,,,,
common_voice_zh-TW_19966223,0.5s,8,,,因为频道不是开放式,,,,,,,,,,
common_voice_zh-TW_19966242,0.5s,9,,,身为一个公民我们是否能帮帮忙,,,,,,,,,,
common_voice_zh-TW_19966243,0.5s,8,,,应记载及不得记载事项,,,,,,,,,,
common_voice_zh-TW_19966244,0.5s,7,,,所以只会看到一个,,,,,,,,,,
common_voice_zh-TW_19966245,0.5s,7,,,那跟他的过往冲突,,,,,,,,,,
common_voice_zh-TW_19978028,0.5s,8,,,货出去、人进来，高雄发大财！,,,,,,,,,,
common_voice_zh-TW_19978388,0.5s,11,,,猪队友之所以为猪队友，就是因为他是猪队友,,,,,,,,,,
common_voice_zh-TW_19978418,0.5s,10,,,只是成就上位者的一点点薄弱的光环,,,,,,,,,,
common_voice_zh-TW_19978470,0.5s,8,,,我不爱用三星的产品，除了三星葱,,,,,,,,,,
common_voice_zh-TW_19978499,0.5s,8,,,或是一些专有名词,,,,,,,,,,
common_voice_zh-TW_19979004,0.5s,10,,,他的好奇很快就能获得满足,,,,,,,,,,
common_voice_zh-TW_19981961,0.5s,11,,,如果你也有看过这则谣言，现在已经知道是错误的了,,,,,,,,,,
common_voice_zh-TW_19981972,0.5s,7,,,一种跟大家共襄盛举的感觉,,,,,,,,,,
common_voice_zh-TW_19981987,0.5s,9,,,我在今年初使用载具储存电子发票,,,,,,,,,,
common_voice_zh-TW_19981996,0.5s,10,,,在日本吃到的福岛柿饼还有草莓,,,,,,,,,,
common_voice_zh-TW_19981997,0.5s,8,,,领完年终随即打开一零四,,,,,,,,,,
common_voice_zh-TW_20008429,0.5s,9,,,爸爸捕鱼去，为什么还不回家,,,,,,,,,,
common_voice_zh-TW_20127150,0.5s,7,,,如果你也有兴趣，欢迎一同选购。,,,,,,,,,,
common_voice_zh-TW_20289290,0.5s,10,,,就是有精神层面的问题,,,,,,,,,,
common_voice_zh-TW_20289368,0.5s,9,,,在这资讯越来越快的时代,,,,,,,,,,
common_voice_zh-TW_20289383,0.5s,7,,,会将这个会议纪录整理好之后,,,,,,,,,,
common_voice_zh-TW_20289426,0.5s,11,,,尊重人民平等权利及自决原则,,,,,,,,,,
common_voice_zh-TW_20289428,0.5s,7,,,义大利临时政府,,,,,,,,,,
common_voice_zh-TW_20289446,0.5s,7,,,我想，到头来,,,,,,,,,,
common_voice_zh-TW_20289466,0.5s,8,,,冲绳三天两日游,,,,,,,,,,
common_voice_zh-TW_20289569,0.5s,7,,,我们在台湾可以建立一个网站,,,,,,,,,,
common_voice_zh-TW_20289590,0.5s,9,,,非人之因素也应予以考虑,,,,,,,,,,
common_voice_zh-TW_20289632,0.5s,7,,,有时连同店员也是,,,,,,,,,,
common_voice_zh-TW_20289642,0.5s,11,,,原来旧金山游行破百万很多年了,,,,,,,,,,
common_voice_zh-TW_20289644,0.5s,7,,,单子上写的地址根本不存在,,,,,,,,,,
common_voice_zh-TW_20290093,0.5s,8,,,不再收音讯而是收类比讯号,,,,,,,,,,
common_voice_zh-TW_20290115,0.5s,8,,,实际作道路供公众通行,,,,,,,,,,
common_voice_zh-TW_20331317,0.5s,9,,,为什么我们要容忍没规矩的司机,,,,,,,,,,
common_voice_zh-TW_20331319,0.5s,8,,,从小到大的认知是有问题的,,,,,,,,,,
common_voice_zh-TW_20331515,0.5s,7,,,不太符合我的用途,,,,,,,,,,
common_voice_zh-TW_20331548,0.5s,7,,,温州大混饨这家连锁店,,,,,,,,,,
common_voice_zh-TW_20331553,0.5s,7,,,真的喝到底都是糖,,,,,,,,,,
common_voice_zh-TW_20331554,0.5s,7,,,不只是单纯凭著一股气,,,,,,,,,,
common_voice_zh-TW_20331901,0.5s,9,,,直到最后一口就被一次甜回来了,,,,,,,,,,
common_voice_zh-TW_20331906,0.5s,8,,,比如说历史上所谓奸臣形象,,,,,,,,,,
common_voice_zh-TW_20331952,0.5s,7,,,我们有更中性的「正视」,,,,,,,,,,
common_voice_zh-TW_20331988,0.5s,8,,,除了直播，我们还能贡献什么？,,,,,,,,,,
common_voice_zh-TW_20332032,0.5s,7,,,你家的泡面已经煮好了,,,,,,,,,,
common_voice_zh-TW_20332219,0.5s,9,,,弘兼宪史把台湾写得太逊了,,,,,,,,,,
common_voice_zh-TW_20332298,0.5s,12,,,但人群中你还真的要笑出来,,,,,,,,,,
common_voice_zh-TW_20332299,0.5s,9,,,甚至直接在当地生产、包装,,,,,,,,,,
common_voice_zh-TW_20332519,0.5s,11,,,超脱了以往数人头、非赢即输的做法,,,,,,,,,,
common_voice_zh-TW_20332521,0.5s,8,,,到时候可以直接来这边爬,,,,,,,,,,
common_voice_zh-TW_20548218,0.5s,9,,,更想要呈现他为何这么样,,,,,,,,,,
common_voice_zh-TW_20577791,0.5s,14,,,表示就真的有这么多人爱看这些消息,,,,,,,,,,
common_voice_zh-TW_20719648,0.5s,7,,,那是一大车又一大车的,,,,,,,,,,
common_voice_zh-TW_20719666,0.5s,8,,,今天早上还以为点到无糖奶茶,,,,,,,,,,
common_voice_zh-TW_20719695,0.5s,7,,,婶婶监视婶婆,,,,,,,,,,
common_voice_zh-TW_20719725,0.5s,7,,,可以训练一个机器人,,,,,,,,,,
common_voice_zh-TW_20738169,0.5s,9,,,你永远不懂我伤悲，像白天不懂夜的黑,,,,,,,,,,
common_voice_zh-TW_20748894,0.5s,8,,,本来他们的经验可以一吃好几年的,,,,,,,,,,
common_voice_zh-TW_20748914,0.5s,9,,,而不是具有采访新闻的专业能力的人,,,,,,,,,,
common_voice_zh-TW_20748924,0.5s,8,,,为台湾另一端的小朋友们远距上课,,,,,,,,,,
common_voice_zh-TW_20748925,0.5s,6,,,英文数字请尽量转为中文,,,,,,,,,,
common_voice_zh-TW_20768562,0.5s,8,,,须多负担多少钱,,,,,,,,,,
common_voice_zh-TW_20768573,0.5s,7,,,谣言止于智者，始于记者,,,,,,,,,,
common_voice_zh-TW_20768597,0.5s,7,,,父母用自己的经验教训小朋友,,,,,,,,,,
common_voice_zh-TW_20768606,0.5s,7,,,所以左边到底可不可以站,,,,,,,,,,
common_voice_zh-TW_20768608,0.5s,8,,,为了普及自来水而采用的塑胶水管,,,,,,,,,,
common_voice_zh-TW_20798277,0.5s,15,,,不要随便相信网路上的消息,,,,,,,,,,
common_voice_zh-TW_20798391,0.5s,10,,,万山鲁凯语,,,,,,,,,,
common_voice_zh-TW_20798392,0.5s,13,,,每个人家里都有一个负责堆衣服的椅子,,,,,,,,,,
common_voice_zh-TW_20802781,0.5s,7,,,自然也包含性方面的吸引,,,,,,,,,,
common_voice_zh-TW_20802873,0.5s,11,,,要求中天电视台在二十天内更正错误报导内容,,,,,,,,,,
common_voice_zh-TW_20815720,0.5s,7,,,即可决定是否核准,,,,,,,,,,
common_voice_zh-TW_20817141,0.5s,8,,,政府应当以公权力介入,,,,,,,,,,
common_voice_zh-TW_20817142,0.5s,9,,,高达九十二点五趴,,,,,,,,,,
common_voice_zh-TW_20817145,0.5s,7,,,成绩考核委员会,,,,,,,,,,
common_voice_zh-TW_20817150,0.5s,9,,,也不应该完全无视少数的权益,,,,,,,,,,
common_voice_zh-TW_20817155,0.5s,7,,,另一派之看法,,,,,,,,,,
common_voice_zh-TW_20817169,0.5s,9,,,已拟好甲案乙案丙案,,,,,,,,,,
common_voice_zh-TW_20850141,0.5s,14,,,虽然比起各位大大们根本微不足道,,,,,,,,,,
common_voice_zh-TW_20850442,0.5s,10,,,会吓到本来的居民,,,,,,,,,,
common_voice_zh-TW_20850655,0.5s,12,,,二十一世纪的新型态公民协力与对话,,,,,,,,,,
common_voice_zh-TW_20850876,0.5s,8,,,才能让孩子明白,,,,,,,,,,
common_voice_zh-TW_20852890,0.5s,8,,,让数据易于理解,,,,,,,,,,
common_voice_zh-TW_20852923,0.5s,9,,,但已经变成是咖啡的名字,,,,,,,,,,
common_voice_zh-TW_20852951,0.5s,8,,,我再贴一张图片,,,,,,,,,,
common_voice_zh-TW_20852953,0.5s,9,,,由各校迳自核定发布,,,,,,,,,,
common_voice_zh-TW_20852959,0.5s,8,,,因为都有压力跟流速,,,,,,,,,,
common_voice_zh-TW_20853741,0.5s,9,,,我都乐意作为早餐的选项,,,,,,,,,,
common_voice_zh-TW_20853770,0.5s,8,,,想要引起回应与注意呀,,,,,,,,,,
common_voice_zh-TW_20853791,0.5s,9,,,如果有在闲聊以外,,,,,,,,,,
common_voice_zh-TW_20853842,0.5s,10,,,每个人都有等量美的感受,,,,,,,,,,
common_voice_zh-TW_20853843,0.5s,9,,,谣言存活三百六十五天,,,,,,,,,,
common_voice_zh-TW_20853901,0.5s,12,,,表示女性在社会中没有发言权,,,,,,,,,,
common_voice_zh-TW_20853935,0.5s,7,,,那样吃不过瘾,,,,,,,,,,
common_voice_zh-TW_20853958,0.5s,9,,,战后台湾社会运动特展,,,,,,,,,,
common_voice_zh-TW_20853986,0.5s,11,,,因为我们在同一家店买衣服,,,,,,,,,,
common_voice_zh-TW_20860424,0.5s,12,,,并不是战斗力破表的神兽,,,,,,,,,,
common_voice_zh-TW_20860463,0.5s,11,,,晚餐吃完可以打电动了,,,,,,,,,,
common_voice_zh-TW_20860552,0.5s,11,,,因此就防疫来说,,,,,,,,,,
common_voice_zh-TW_20860560,0.5s,11,,,并不是单纯事实报导,,,,,,,,,,
common_voice_zh-TW_20860598,0.5s,13,,,这样就完成一锅味道浓郁的粥,,,,,,,,,,
common_voice_zh-TW_20860600,0.5s,10,,,如三天内还有时间,,,,,,,,,,
common_voice_zh-TW_20860681,0.5s,9,,,越咳会越严重,,,,,,,,,,
common_voice_zh-TW_20860752,0.5s,12,,,警政署反诈骗咨询专线,,,,,,,,,,
common_voice_zh-TW_20860770,0.5s,8,,,再交由大家讨论,,,,,,,,,,
common_voice_zh-TW_20860773,0.5s,12,,,统一发票的统一，是一种统战吗？,,,,,,,,,,
common_voice_zh-TW_20860809,0.5s,9,,,就补缴空屋税,,,,,,,,,,
common_voice_zh-TW_20860813,0.5s,11,,,或许因为套用国发会的模式,,,,,,,,,,
common_voice_zh-TW_20865940,0.5s,13,,,然后电磁炉开小火慢慢煮,,,,,,,,,,
common_voice_zh-TW_20865960,0.5s,8,,,应该是说,,,,,,,,,,
common_voice_zh-TW_20865967,0.5s,9,,,避难所无误,,,,,,,,,,
common_voice_zh-TW_20961173,0.5s,9,,,意境比实境重要,,,,,,,,,,
common_voice_zh-TW_20961177,0.5s,10,,,贴上去后加上适当的护贝,,,,,,,,,,
common_voice_zh-TW_21270176,0.5s,9,,,至全国各地搜集资料或推展想法,,,,,,,,,,
common_voice_zh-TW_21270382,0.5s,8,,,的确有专家在做「抓漏」这件事,,,,,,,,,,
common_voice_zh-TW_21270470,0.5s,9,,,大会每年应举行常会,,,,,,,,,,
common_voice_zh-TW_21270521,0.5s,7,,,才能将问题一一破解,,,,,,,,,,
common_voice_zh-TW_21270766,0.5s,7,,,反而不利于语言复育,,,,,,,,,,
common_voice_zh-TW_21270805,0.5s,7,,,部分留在大会讨论,,,,,,,,,,
common_voice_zh-TW_21270891,0.5s,10,,,现在打工的基本时薪是一百五十元,,,,,,,,,,
common_voice_zh-TW_21270958,0.5s,10,,,目前交由台湾历史博物馆典藏,,,,,,,,,,
common_voice_zh-TW_21270960,0.5s,10,,,间接地也用到他们的记忆体和萤幕,,,,,,,,,,
common_voice_zh-TW_21270961,0.5s,9,,,筹设公司是否符合章程,,,,,,,,,,
common_voice_zh-TW_21270963,0.5s,10,,,现在不能用阿拉伯数字跟英文字,,,,,,,,,,
common_voice_zh-TW_21270977,0.5s,7,,,我们还能贡献什么？,,,,,,,,,,
common_voice_zh-TW_21270986,0.5s,9,,,我功德金是不是缴得不够？,,,,,,,,,,
common_voice_zh-TW_21278980,0.5s,9,,,凯蒂猫的官方人设是个小女孩,,,,,,,,,,
common_voice_zh-TW_21278997,0.5s,11,,,因为有在主流媒体上看到科学界的记者会,,,,,,,,,,
common_voice_zh-TW_21279003,0.5s,7,,,有一种买到限量商品,,,,,,,,,,
common_voice_zh-TW_21279004,0.5s,7,,,甚至转而研究曹雪芹这个人,,,,,,,,,,
common_voice_zh-TW_21279017,0.5s,8,,,拿坡里有最好吃的炸鸡,,,,,,,,,,
common_voice_zh-TW_21287858,0.5s,7,,,三年才能绕台湾一圈,,,,,,,,,,
common_voice_zh-TW_21288065,0.5s,7,,,避免性冲动的情境,,,,,,,,,,
common_voice_zh-TW_21288135,0.5s,7,,,这有意思，不知道是什么味道,,,,,,,,,,
common_voice_zh-TW_21288211,0.5s,7,,,对现行性平教育不满的人们,,,,,,,,,,
common_voice_zh-TW_21288396,0.5s,7,,,教师辅导与管教学生,,,,,,,,,,
common_voice_zh-TW_21308667,0.5s,10,,,内政部在会商各目的事业主管机关后,,,,,,,,,,
common_voice_zh-TW_21308865,0.5s,7,,,我们需要更多的废文和聊天内容,,,,,,,,,,
common_voice_zh-TW_21308878,0.5s,7,,,上面两句也可以列入资料库中,,,,,,,,,,
common_voice_zh-TW_21316552,0.5s,7,,,教育局督学皆入班观课,,,,,,,,,,
common_voice_zh-TW_21316690,0.5s,8,,,双性恋者与跨性别族群,,,,,,,,,,
common_voice_zh-TW_21316803,0.5s,8,,,会持续需要人类的智慧灌进去,,,,,,,,,,
common_voice_zh-TW_21316893,0.5s,7,,,在保障民众个资的前提下,,,,,,,,,,
common_voice_zh-TW_21316964,0.5s,7,,,要求使用者放弃隐私,,,,,,,,,,
common_voice_zh-TW_21317094,0.5s,9,,,被告与妻子鳒鲽情深,,,,,,,,,,
common_voice_zh-TW_21329017,0.5s,9,,,阴谋得逞，奸笑哈哈哈,,,,,,,,,,
common_voice_zh-TW_21329040,0.5s,7,,,设计图档全部公开,,,,,,,,,,
common_voice_zh-TW_21329091,0.5s,9,,,第一次在伯朗咖啡点啤酒喝,,,,,,,,,,
common_voice_zh-TW_21329128,0.5s,9,,,大量的文字、影像与数位纪录,,,,,,,,,,
common_voice_zh-TW_21329153,0.5s,7,,,自己理想的爱情,,,,,,,,,,
common_voice_zh-TW_21329158,0.5s,8,,,希望过很好的生活,,,,,,,,,,
common_voice_zh-TW_21329166,0.5s,9,,,可循行政程序法等相关规定,,,,,,,,,,
common_voice_zh-TW_21329169,0.5s,7,,,这些可支配的人员,,,,,,,,,,
common_voice_zh-TW_21329182,0.5s,8,,,太妃糖蛋塔还满好吃的,,,,,,,,,,
common_voice_zh-TW_21331348,0.5s,7,,,真正成为资料的主人,,,,,,,,,,
common_voice_zh-TW_21331351,0.5s,7,,,第一次巡回座谈,,,,,,,,,,
common_voice_zh-TW_21331394,0.5s,7,,,哪来那么多智者,,,,,,,,,,
common_voice_zh-TW_21339054,0.5s,9,,,朋友们要开始预购柚子了吗？,,,,,,,,,,
common_voice_zh-TW_21339092,0.5s,12,,,那如果把看到的转打字出来，就算可以了吗？,,,,,,,,,,
common_voice_zh-TW_21339119,0.5s,8,,,社会团体以公益为目的,,,,,,,,,,
common_voice_zh-TW_21339132,0.5s,8,,,好棒棒，欢迎大家来逛逛,,,,,,,,,,
common_voice_zh-TW_21339139,0.5s,7,,,绝大部分之议案事项,,,,,,,,,,
common_voice_zh-TW_21339162,0.5s,10,,,尤其李总统个人也重视这个问题,,,,,,,,,,
common_voice_zh-TW_21339236,0.5s,7,,,你有怦然心动吗？,,,,,,,,,,
common_voice_zh-TW_21339312,0.5s,7,,,女人跟女人的好姐妹,,,,,,,,,,
common_voice_zh-TW_21371977,0.5s,8,,,这边晚上会把对话记录备份起来,,,,,,,,,,
common_voice_zh-TW_21372022,0.5s,7,,,专案皆为开放授权,,,,,,,,,,
common_voice_zh-TW_21543976,0.5s,8,,,跟鱼类不一样,,,,,,,,,,
common_voice_zh-TW_21544027,0.5s,9,,,出现了一张我睡著的照片,,,,,,,,,,
common_voice_zh-TW_21544047,0.5s,6,,,公开这则讯息,,,,,,,,,,
common_voice_zh-TW_21544049,0.5s,7,,,如果他们想要被尊重,,,,,,,,,,
common_voice_zh-TW_21544060,0.5s,10,,,现在居然还是停留在学历阶级制度下？,,,,,,,,,,
common_voice_zh-TW_21544100,0.5s,7,,,未婚生子或堕胎,,,,,,,,,,
common_voice_zh-TW_21544103,0.5s,8,,,还出现亡者显灵之术,,,,,,,,,,
common_voice_zh-TW_21544127,0.5s,8,,,知道这件事的人都会拔刀相助,,,,,,,,,,
common_voice_zh-TW_21544128,0.5s,6,,,绵密滑顺的花生酱,,,,,,,,,,
common_voice_zh-TW_21544129,0.5s,8,,,就会被迫离开这家企业,,,,,,,,,,
common_voice_zh-TW_21544158,0.5s,8,,,四处结交志同道合的朋友,,,,,,,,,,
common_voice_zh-TW_21544164,0.5s,9,,,也有以色列公司开发商用的解决方案,,,,,,,,,,
common_voice_zh-TW_21544176,0.5s,9,,,二楼以上租金水准,,,,,,,,,,
common_voice_zh-TW_21544196,0.5s,8,,,为当地的问题提供解方,,,,,,,,,,
common_voice_zh-TW_21544319,0.5s,7,,,就是糖都积在最下面,,,,,,,,,,
common_voice_zh-TW_21544329,0.5s,7,,,我也以为那边可以闲聊,,,,,,,,,,
common_voice_zh-TW_21544347,0.5s,7,,,是政府第三十三次黑客松,,,,,,,,,,
common_voice_zh-TW_21544641,0.5s,8,,,可以随时掌握纪录取得时效,,,,,,,,,,
common_voice_zh-TW_21544654,0.5s,7,,,收视率是显著提升的,,,,,,,,,,
common_voice_zh-TW_21544670,0.5s,8,,,房租是男人负责出钱吗？,,,,,,,,,,
common_voice_zh-TW_21941448,0.5s,13,,,揹著可以放大九百倍声音的检测仪,,,,,,,,,,
common_voice_zh-TW_21941455,0.5s,12,,,我妈妈说不可以在外面待太晚,,,,,,,,,,
common_voice_zh-TW_21942074,0.5s,10,,,所以在水中前进,,,,,,,,,,
common_voice_zh-TW_21942178,0.5s,11,,,房东表示，他们会转嫁给房客,,,,,,,,,,
common_voice_zh-TW_21942371,0.5s,10,,,可以不受法律拘束地尽情实验,,,,,,,,,,
common_voice_zh-TW_21942527,0.5s,9,,,一直听到在讲肉觉得好饿,,,,,,,,,,
common_voice_zh-TW_21943199,0.5s,10,,,比黄昏还要昏黄的东西,,,,,,,,,,
common_voice_zh-TW_21943539,0.5s,10,,,相关管理费用,,,,,,,,,,
common_voice_zh-TW_21943576,0.5s,12,,,应该兼顾开放及透明,,,,,,,,,,
common_voice_zh-TW_21943685,0.5s,7,,,厉害的原因是,,,,,,,,,,
common_voice_zh-TW_21944124,0.5s,7,,,还可以相信的黑客有谁？,,,,,,,,,,
common_voice_zh-TW_21944201,0.5s,8,,,请告诉我可以用什么方式最方便,,,,,,,,,,
common_voice_zh-TW_21944275,0.5s,8,,,应完全交由专业人士来做,,,,,,,,,,
common_voice_zh-TW_21944277,0.5s,10,,,给行销人员教授如何使用直播软体,,,,,,,,,,
common_voice_zh-TW_21944455,0.5s,7,,,连我爸爸都没有打过我,,,,,,,,,,
common_voice_zh-TW_21946176,0.5s,9,,,不再是遥不可及的事,,,,,,,,,,
common_voice_zh-TW_21946212,0.5s,8,,,为何台湾会有新闻媒体,,,,,,,,,,
common_voice_zh-TW_21946296,0.5s,10,,,副组长可考虑由各方代表担任,,,,,,,,,,
common_voice_zh-TW_21946354,0.5s,8,,,我有工人智慧可以处理,,,,,,,,,,
common_voice_zh-TW_21946601,0.5s,9,,,让人会在无意中忘记考虑左撇子,,,,,,,,,,
common_voice_zh-TW_21947032,0.5s,11,,,用价差让人对薪资不平等有感,,,,,,,,,,
common_voice_zh-TW_21947033,0.5s,7,,,这是一只鸟吗？,,,,,,,,,,
common_voice_zh-TW_21947180,0.5s,8,,,熊本熊不是熊,,,,,,,,,,
common_voice_zh-TW_21947226,0.5s,9,,,产生了巨大的冲击,,,,,,,,,,
common_voice_zh-TW_21958983,0.5s,10,,,都有讲述会遇到的问题,,,,,,,,,,
common_voice_zh-TW_21959213,0.5s,8,,,依然我行我素,,,,,,,,,,
common_voice_zh-TW_21960342,0.5s,10,,,人类的工作机会将被取代？,,,,,,,,,,
common_voice_zh-TW_21960431,0.5s,7,,,我早上睡过头了,,,,,,,,,,
common_voice_zh-TW_21960435,0.5s,12,,,必须要有科目才能编列收入或支出,,,,,,,,,,
common_voice_zh-TW_21960501,0.5s,9,,,走的人多了，也便成了路,,,,,,,,,,
common_voice_zh-TW_21960516,0.5s,7,,,蔡英文总统,,,,,,,,,,
common_voice_zh-TW_21960606,0.5s,12,,,本来在找的是个可以一起前进的集团,,,,,,,,,,
common_voice_zh-TW_21960860,0.5s,8,,,及本市咨询中心人员,,,,,,,,,,
common_voice_zh-TW_21961000,0.5s,9,,,那我们下次再见啰，掰掰,,,,,,,,,,
common_voice_zh-TW_21961147,0.5s,9,,,不能随便洒骨灰到海里,,,,,,,,,,
common_voice_zh-TW_21961382,0.5s,7,,,就有家人与我,,,,,,,,,,
common_voice_zh-TW_22001939,0.5s,7,,,历年学测指考试题也不错,,,,,,,,,,
common_voice_zh-TW_22004844,0.5s,12,,,最近，我和越来越多朋友撞衫,,,,,,,,,,
common_voice_zh-TW_22004902,0.5s,11,,,爱情是个非常难以言说的感受,,,,,,,,,,
common_voice_zh-TW_22005744,0.5s,9,,,只要是不安全性行为,,,,,,,,,,
common_voice_zh-TW_22006054,0.5s,9,,,牛奶咖啡的牛奶比较多,,,,,,,,,,
common_voice_zh-TW_22006056,0.5s,8,,,让任何有想法的人,,,,,,,,,,
common_voice_zh-TW_22006246,0.5s,13,,,年轻的时候是左派，走路都要靠左边,,,,,,,,,,
common_voice_zh-TW_22006374,0.5s,12,,,秉持著游戏圈里最短时间通关的精神,,,,,,,,,,
common_voice_zh-TW_22006410,0.5s,7,,,卖的周边商品,,,,,,,,,,
common_voice_zh-TW_22006412,0.5s,8,,,我妈叫我早点回家吃饭,,,,,,,,,,
common_voice_zh-TW_22006468,0.5s,11,,,现今世界最活跃的公民科技社群之一,,,,,,,,,,
